method,policy,checkpoint,repeat,average_query_shots,low_shots,high_shots,offline_quantum_shots,weight_low,weight_high,mae_F_e,rmse_F_e,bias_F_e,pearson
adaptive_hybrid,combined,bidir_seed1,3,64,32,96,8192,0.19223067737829047,0.8734510254686165,0.05363303453213806,0.07111430432456253,0.004938869389398677,0.9338494270599692
adaptive_dfe,combined,bidir_seed1,3,64,32,96,0,,,0.07115238484502745,0.0915040865708781,0.0016883193446254289,0.9080377636456046
fixed_hybrid,fixed,bidir_seed1,4,32,32,32,6144,0.40761358030357836,0.40761358030357836,0.0664384094813375,0.08526710479031219,0.01592371575589389,0.907802517578069
adaptive_hybrid,random,bidir_seed1,4,32,16,48,6144,0.29093178668100045,0.7782914500731264,0.06758894961350881,0.08717865536586314,0.010528901067894716,0.8996701925764826
adaptive_dfe,random,bidir_seed1,4,32,16,48,0,,,0.10143725798531834,0.1315058396488645,-0.002708795404051822,0.834415045253149
adaptive_hybrid,width,bidir_seed1,4,32,16,48,6144,0.37851340505854264,0.5670552415777762,0.06609432973637445,0.08445698807783993,0.014355476026618495,0.9076640646181224
adaptive_dfe,width,bidir_seed1,4,32,16,48,0,,,0.10066628270159186,0.13037540168531922,0.003873959225577807,0.8385184832434427
adaptive_hybrid,disagreement,bidir_seed1,4,32,16,48,6144,0.0,0.5469863779108513,0.06818152536632244,0.08939305935758812,0.013160333780404281,0.8959908177782158
adaptive_dfe,disagreement,bidir_seed1,4,32,16,48,0,,,0.09125715986611174,0.115287108255999,0.00035006702981061195,0.857057608599804
adaptive_hybrid,combined,bidir_seed1,4,32,16,48,6144,0.012804313134085447,0.601235511331993,0.06481506800855652,0.08499473484761101,0.008522633611554383,0.906575060399363
adaptive_dfe,combined,bidir_seed1,4,32,16,48,0,,,0.09526820648978981,0.12093474390966016,0.001218122585366166,0.8490031729929836
fixed_hybrid,fixed,bidir_seed1,4,64,64,64,8192,0.691386425467255,0.691386425467255,0.053745474953553765,0.06738023740751171,0.00897003935478493,0.9414469522712001
adaptive_hybrid,random,bidir_seed1,4,64,32,96,8192,0.43403394385876953,0.33738852267827146,0.06403728297591407,0.08350094142775469,0.015018048567433247,0.912304032487444
adaptive_dfe,random,bidir_seed1,4,64,32,96,0,,,0.0720972987156726,0.09389480605885903,0.0005102439478000322,0.9035130495336153
adaptive_hybrid,width,bidir_seed1,4,64,32,96,8192,0.490284027084229,0.7091750087218385,0.05446874892442943,0.07082167304325887,0.010275038922165683,0.9358492951102135
adaptive_dfe,width,bidir_seed1,4,64,32,96,0,,,0.07149082655826258,0.09302220006183975,0.0014713054557365399,0.9050825499605968
adaptive_hybrid,disagreement,bidir_seed1,4,64,32,96,8192,0.4076850064273959,0.7687228257034892,0.053335581311041116,0.06866707430872546,0.0067965540335379,0.9388755016592498
adaptive_dfe,disagreement,bidir_seed1,4,64,32,96,0,,,0.06837609489990407,0.08806226537977543,-0.0011380282082846245,0.912090008352037
adaptive_hybrid,combined,bidir_seed1,4,64,32,96,8192,0.3580660635102386,0.8504984541564203,0.05346758280185611,0.06955986465993082,0.005436995723546259,0.9368833653682891
adaptive_dfe,combined,bidir_seed1,4,64,32,96,0,,,0.07074531539042711,0.09115062241808822,0.0037964542652603487,0.9058908821549665
fixed_hybrid,fixed,bidir_seed2,0,32,32,32,6144,0.5502866749919868,0.5502866749919868,0.06480570034239033,0.08175576656045924,0.009963351313197753,0.9127817257833849
adaptive_hybrid,random,bidir_seed2,0,32,16,48,6144,0.33874977008022505,0.7012231544265658,0.06586878243488645,0.08415471467992582,0.011366782985186636,0.907675782291092
adaptive_dfe,random,bidir_seed2,0,32,16,48,0,,,0.10055531356323551,0.13092480144056243,9.171716208574493e-05,0.8347417591496678
adaptive_hybrid,width,bidir_seed2,0,32,16,48,6144,0.4255104975290943,0.6094393615010835,0.06524088312262054,0.08318687332564481,0.012817540749133922,0.9104165374508155
adaptive_dfe,width,bidir_seed2,0,32,16,48,0,,,0.09967783857420304,0.12923587425865843,0.0018484962626148425,0.8415926529546803
adaptive_hybrid,disagreement,bidir_seed2,0,32,16,48,6144,0.41152067602619624,0.8677368760431614,0.06782467076885887,0.08584702229177785,0.006743620665341679,0.9062655956181246
adaptive_dfe,disagreement,bidir_seed2,0,32,16,48,0,,,0.09233225911434385,0.11672329952781939,0.0013731325060010876,0.8558985464486467
adaptive_hybrid,combined,bidir_seed2,0,32,16,48,6144,0.2368167757166494,0.7143674586533916,0.06037420690644933,0.07885570252707717,0.008566826763391969,0.918438078639851
adaptive_dfe,combined,bidir_seed2,0,32,16,48,0,,,0.09441325210020064,0.12039108340321072,0.0010837806541492353,0.853318063999007
fixed_hybrid,fixed,bidir_seed2,0,64,64,64,8192,0.6622192807850056,0.6622192807850056,0.05226470239987046,0.06579210856850175,0.006456950858430372,0.9438052062541026
adaptive_hybrid,random,bidir_seed2,0,64,32,96,8192,0.5122828534712977,0.7907482454044902,0.055020537643198295,0.07044722648694599,0.007395948430838957,0.9357105525603583
adaptive_dfe,random,bidir_seed2,0,64,32,96,0,,,0.07125117625454785,0.09173221684321445,-0.0017994038696602858,0.9094366480455408
adaptive_hybrid,width,bidir_seed2,0,64,32,96,8192,0.35314953653345976,0.6275209787120412,0.053874699847679015,0.07161927845040489,0.012448741490341442,0.934940477913407
adaptive_dfe,width,bidir_seed2,0,64,32,96,0,,,0.07193534417144422,0.09340447133235956,-0.0012517021500835657,0.9051760538321239
adaptive_hybrid,disagreement,bidir_seed2,0,64,32,96,8192,0.6112697885118139,0.9525411443101002,0.05615916406734608,0.07128024618396643,0.003501438422208741,0.9363599553522574
adaptive_dfe,disagreement,bidir_seed2,0,64,32,96,0,,,0.06751075726391738,0.08682039701537628,-0.0001304637241576402,0.9160373455420016
adaptive_hybrid,combined,bidir_seed2,0,64,32,96,8192,0.27574147094934587,1.0,0.05374444664766783,0.07041571455263844,0.0029684439794542905,0.9358282982235763
adaptive_dfe,combined,bidir_seed2,0,64,32,96,0,,,0.0696842751315445,0.08951879658162266,-0.00018730069505711072,0.9105414215896722
fixed_hybrid,fixed,bidir_seed2,1,32,32,32,6144,0.34820129981573267,0.34820129981573267,0.06600741924170422,0.08520337585086916,0.00726564356605098,0.904068277251923
adaptive_hybrid,random,bidir_seed2,1,32,16,48,6144,0.32572573093918206,0.4063847995289459,0.06602265498710863,0.08536657344161737,0.007478173081509045,0.9033670949354329
adaptive_dfe,random,bidir_seed2,1,32,16,48,0,,,0.09948888702056909,0.12883040503740745,0.0014764724530910351,0.8405071629030786
adaptive_hybrid,width,bidir_seed2,1,32,16,48,6144,0.101443840501893,0.5809835152697975,0.06336847277391919,0.08551726543593784,0.008275920281065146,0.9040753988802336
adaptive_dfe,width,bidir_seed2,1,32,16,48,0,,,0.10026252701097518,0.13044044102458374,0.002819891765260346,0.8399466077852975
adaptive_hybrid,disagreement,bidir_seed2,1,32,16,48,6144,0.29556844201874666,0.5674547533084829,0.06323202183274053,0.08083700259284125,0.006261840580681037,0.9135523572640244
adaptive_dfe,disagreement,bidir_seed2,1,32,16,48,0,,,0.08960500122639277,0.11349350776380185,0.0018278282731968546,0.863167446408926
adaptive_hybrid,combined,bidir_seed2,1,32,16,48,6144,0.056003654937049924,0.5911541543723369,0.06215590571543444,0.0802409312176444,0.003874148694012556,0.9158956935107878
adaptive_dfe,combined,bidir_seed2,1,32,16,48,0,,,0.09569531115678648,0.12149373899883384,0.0036052753631439444,0.8525342109822732
fixed_hybrid,fixed,bidir_seed2,1,64,64,64,8192,0.6794346867740089,0.6794346867740089,0.052443193867317814,0.06541423994115435,0.004080275547993015,0.9441835728882897
adaptive_hybrid,random,bidir_seed2,1,64,32,96,8192,0.5758923645422076,0.5333880887116998,0.057207249656587716,0.072787274040646,0.00553652392320525,0.9304615878774076
adaptive_dfe,random,bidir_seed2,1,64,32,96,0,,,0.0708786007639011,0.09173726549390943,0.0011664526118211965,0.9084245425609973
adaptive_hybrid,width,bidir_seed2,1,64,32,96,8192,0.36480528873097584,0.7912701473940178,0.05219832750509576,0.06907503017924627,0.005555318876432518,0.9379395732315319
adaptive_dfe,width,bidir_seed2,1,64,32,96,0,,,0.07180151601307212,0.0932753330051878,0.0016469833657894498,0.9063275450961337
adaptive_hybrid,disagreement,bidir_seed2,1,64,32,96,8192,0.46309230927230566,0.7230312410053943,0.053706565194133096,0.069047099698463,0.003349926898045092,0.9374847634188201
adaptive_dfe,disagreement,bidir_seed2,1,64,32,96,0,,,0.06809618558042323,0.08749522961433816,-7.36267532581691e-05,0.9115905271530668
adaptive_hybrid,combined,bidir_seed2,1,64,32,96,8192,0.41115848897298685,0.7579133297877048,0.051347882990120323,0.06561457341321479,0.0026251370219052337,0.9438132505544652
adaptive_dfe,combined,bidir_seed2,1,64,32,96,0,,,0.06895687804919565,0.08824679460948369,0.0019053332335143178,0.9132868141645225
fixed_hybrid,fixed,bidir_seed2,2,32,32,32,6144,0.38767249132385867,0.38767249132385867,0.06805253729499089,0.08554099807575484,0.010762244617090792,0.9121207977409388
adaptive_hybrid,random,bidir_seed2,2,32,16,48,6144,0.5517692390824758,0.35868636728419445,0.07453968435941206,0.09409882366409278,0.007982189792004922,0.8815466428396957
adaptive_dfe,random,bidir_seed2,2,32,16,48,0,,,0.10052028408695367,0.12922626963221862,-0.0027087954040518215,0.8387442674329518
adaptive_hybrid,width,bidir_seed2,2,32,16,48,6144,0.08452038192875005,0.4443839105668157,0.07650842703650752,0.0959297364278993,0.008355878833400643,0.8926939028795422
adaptive_dfe,width,bidir_seed2,2,32,16,48,0,,,0.1021622804519548,0.13336810873797034,0.001621148379016959,0.8301333595046219
adaptive_hybrid,disagreement,bidir_seed2,2,32,16,48,6144,0.0,0.547470471237186,0.07205633860785063,0.09040926691670585,0.008205614937158717,0.8986788836404039
adaptive_dfe,disagreement,bidir_seed2,2,32,16,48,0,,,0.09101955358384956,0.1157003118918881,-0.0020577537373851554,0.8571681692679582
adaptive_hybrid,combined,bidir_seed2,2,32,16,48,6144,0.014465648229787374,0.5220831866752628,0.07325299679623162,0.09022355309790366,0.0022813870042895676,0.9056923718411859
adaptive_dfe,combined,bidir_seed2,2,32,16,48,0,,,0.09457802329650987,0.12164261381989375,-0.001437714054845474,0.8451826578646473
fixed_hybrid,fixed,bidir_seed2,2,64,64,64,8192,0.6822152227742649,0.6822152227742649,0.05387562728746365,0.0672696180583622,0.00515885520190984,0.941706818972953
adaptive_hybrid,random,bidir_seed2,2,64,32,96,8192,0.6908258223018824,0.5501982952537491,0.060683192376712485,0.0763350777516089,0.0054005891121954915,0.9237107920745902
adaptive_dfe,random,bidir_seed2,2,64,32,96,0,,,0.07072901951023451,0.0918090450349446,-0.0022696006289195446,0.907373829408499
adaptive_hybrid,width,bidir_seed2,2,64,32,96,8192,0.5330887034689588,0.6079141516349097,0.05809167384669706,0.07340465591785603,0.0069401588237009235,0.9327984251846708
adaptive_dfe,width,bidir_seed2,2,64,32,96,0,,,0.07180838313670682,0.09354425695777749,0.0007995957996518839,0.9038506377045217
adaptive_hybrid,disagreement,bidir_seed2,2,64,32,96,8192,0.4857773912710544,0.6535462087138865,0.05583795586831392,0.07069977487033104,0.006158012826603101,0.9379576606509934
adaptive_dfe,disagreement,bidir_seed2,2,64,32,96,0,,,0.06872542356522802,0.08834051139704913,-0.000357811607755523,0.9119106740777494
adaptive_hybrid,combined,bidir_seed2,2,64,32,96,8192,0.4054187654625673,0.6567603151396953,0.05737402097667043,0.07178323028090905,0.0022643497738265906,0.9381858766918739
adaptive_dfe,combined,bidir_seed2,2,64,32,96,0,,,0.07003885500746528,0.09018343261868773,-0.0021352586977026133,0.9083965468623396
fixed_hybrid,fixed,bidir_seed2,3,32,32,32,6144,0.4442056124498744,0.4442056124498744,0.06468963490933521,0.08255367692852122,0.015558140267803408,0.9133310051745507
adaptive_hybrid,random,bidir_seed2,3,32,16,48,6144,0.024385009854023112,0.6094791864583398,0.07152022313709654,0.09656769695743268,0.019012666473757663,0.8786225370535409
adaptive_dfe,random,bidir_seed2,3,32,16,48,0,,,0.10163250343477422,0.13048614084109825,0.00016405512504870677,0.8384089264264198
adaptive_hybrid,width,bidir_seed2,3,32,16,48,6144,0.0,0.5327592951517268,0.06816262028518522,0.09452872535074439,0.019726578037622226,0.8864102173486637
adaptive_dfe,width,bidir_seed2,3,32,16,48,0,,,0.09949278284514708,0.1296578769922752,0.0043493229821915625,0.8395571743349098
adaptive_hybrid,disagreement,bidir_seed2,3,32,16,48,6144,0.15964819396125865,0.525775692732036,0.06463912321635201,0.08440714609954938,0.017171276556165564,0.9102978313719063
adaptive_dfe,disagreement,bidir_seed2,3,32,16,48,0,,,0.09194050114059812,0.11662892508973,0.005114038590657173,0.8571185606236805
adaptive_hybrid,combined,bidir_seed2,3,32,16,48,6144,0.003364760527292498,0.849212484542934,0.0666039133217923,0.08748014474645284,0.005969474185434185,0.8979290299394915
adaptive_dfe,combined,bidir_seed2,3,32,16,48,0,,,0.09650437341616169,0.12219270608207407,0.006478125892244475,0.8497673054369188
fixed_hybrid,fixed,bidir_seed2,3,64,64,64,8192,0.5733484903740129,0.5733484903740129,0.05320525953741914,0.06785747723085073,0.010315607001426117,0.9420234597826208
adaptive_hybrid,random,bidir_seed2,3,64,32,96,8192,0.42423749396028887,0.6642429819202599,0.05526203223598065,0.07165638689119816,0.013523297134928051,0.9353395679259257
adaptive_dfe,random,bidir_seed2,3,64,32,96,0,,,0.07036287534770076,0.09103078769875064,0.0022153530747841587,0.9110566523197505
adaptive_hybrid,width,bidir_seed2,3,64,32,96,8192,0.4213962475226145,0.649579089516012,0.05467512068321994,0.07114019420434556,0.013035281455834226,0.9364775517592474
adaptive_dfe,width,bidir_seed2,3,64,32,96,0,,,0.07205123775798788,0.09353560978506406,0.0023755299927735777,0.9068006808078704
adaptive_hybrid,disagreement,bidir_seed2,3,64,32,96,8192,0.6507106515270172,0.7055331441581622,0.055368833055221,0.07069181561768252,0.008813626057525097,0.935257309588422
adaptive_dfe,disagreement,bidir_seed2,3,64,32,96,0,,,0.06737901031214585,0.0874162865054123,0.00043790598483706925,0.9143982783454584
adaptive_hybrid,combined,bidir_seed2,3,64,32,96,8192,0.21951756447447354,0.7962533376822093,0.051498645815122715,0.06790823074486649,0.007936913371235131,0.9410489742160277
adaptive_dfe,combined,bidir_seed2,3,64,32,96,0,,,0.0690841755408439,0.0887614786571642,0.0036104423604984446,0.914055497093225
fixed_hybrid,fixed,bidir_seed2,4,32,32,32,6144,0.3994773814719331,0.3994773814719331,0.06537223599949529,0.08391506456673492,0.014770206017183799,0.9103286452370053
adaptive_hybrid,random,bidir_seed2,4,32,16,48,6144,0.4229582938557372,0.45000918352513664,0.06918017013433783,0.08877219142771423,0.013256448786942224,0.8964275892938148
adaptive_dfe,random,bidir_seed2,4,32,16,48,0,,,0.10499822386175829,0.1360441796229685,0.0017658243049428878,0.8259747282343417
adaptive_hybrid,width,bidir_seed2,4,32,16,48,6144,0.1605909115609246,0.5175432677397998,0.06433632376604109,0.08623243428907952,0.014035296723802356,0.9050760203098629
adaptive_dfe,width,bidir_seed2,4,32,16,48,0,,,0.1038720621511823,0.13375624751684545,0.0005567469239905044,0.8302472113452669
adaptive_hybrid,disagreement,bidir_seed2,4,32,16,48,6144,0.45916800350178816,0.5373150438229377,0.06575781584246217,0.0835290129812191,0.012301121661632893,0.9089295780467183
adaptive_dfe,disagreement,bidir_seed2,4,32,16,48,0,,,0.09131387625475999,0.11455764311044171,0.003377927479546062,0.860196935542515
adaptive_hybrid,combined,bidir_seed2,4,32,16,48,6144,0.11104029978504822,0.627263202859897,0.06215295950324348,0.08138077708492962,0.007926161890691003,0.9139036462196553
adaptive_dfe,combined,bidir_seed2,4,32,16,48,0,,,0.09544808046076764,0.12080934799454587,0.004948694675313257,0.8505126463315369
fixed_hybrid,fixed,bidir_seed2,4,64,64,64,8192,0.689605070831038,0.689605070831038,0.05333026239402853,0.06678981672667747,0.008326455041900709,0.9423621255354016
adaptive_hybrid,random,bidir_seed2,4,64,32,96,8192,0.40929479720436845,0.8419998932041437,0.05625870677433389,0.0722515386496248,0.008119237626022593,0.9319895623679569
adaptive_dfe,random,bidir_seed2,4,64,32,96,0,,,0.07244244731824706,0.09433484885961657,0.0007169238419799262,0.9008661685217837
adaptive_hybrid,width,bidir_seed2,4,64,32,96,8192,0.45337540251574265,0.6629513399154388,0.05405984335577108,0.06932500225512939,0.009546911418865482,0.9389974868387462
adaptive_dfe,width,bidir_seed2,4,64,32,96,0,,,0.0711034524911108,0.09237422963345238,-0.00022346967653859295,0.9062236751951916
adaptive_hybrid,disagreement,bidir_seed2,4,64,32,96,8192,0.23010940092897028,0.8401429429867953,0.055676367488424396,0.07234724818100532,0.006829949139145391,0.9315894174965591
adaptive_dfe,disagreement,bidir_seed2,4,64,32,96,0,,,0.06944364135796648,0.08876260444932418,0.0010114426911862753,0.9104603038528577
adaptive_hybrid,combined,bidir_seed2,4,64,32,96,8192,0.170995912473673,0.6792138286051516,0.05413891677050854,0.0707530996827498,0.007302342913996882,0.9374521684317265
adaptive_dfe,combined,bidir_seed2,4,64,32,96,0,,,0.06842684307537245,0.08731938195263063,0.0014868064478000312,0.9147081366104655
fixed_hybrid,fixed,bidir_seed3,0,32,32,32,6144,0.5605390197034141,0.5605390197034141,0.06509462438615685,0.08199291154938394,0.00934108595528701,0.9120955304060548
adaptive_hybrid,random,bidir_seed3,0,32,16,48,6144,0.33404464062078104,0.715025705103483,0.06679161133253303,0.08527540689030788,0.011132426357278548,0.9049269482401485
adaptive_dfe,random,bidir_seed3,0,32,16,48,0,,,0.10079644632737632,0.13058442283731336,-0.0005593245045809228,0.834801732465803
adaptive_hybrid,width,bidir_seed3,0,32,16,48,6144,0.40931968062062324,0.6453124279550616,0.06487052978695299,0.08358932328986958,0.011282616514505479,0.908934502189234
adaptive_dfe,width,bidir_seed3,0,32,16,48,0,,,0.10164176498751636,0.13168012983548796,-0.00037331259981901986,0.835616253288802
adaptive_hybrid,disagreement,bidir_seed3,0,32,16,48,6144,0.24218979013216807,0.6489691557058423,0.06409503334346289,0.0827155966906351,0.011430381414358528,0.9104630249096524
adaptive_dfe,disagreement,bidir_seed3,0,32,16,48,0,,,0.09185063454788178,0.11589288048444565,0.0009184367388053212,0.8570644141575366
adaptive_hybrid,combined,bidir_seed3,0,32,16,48,6144,0.0963808201130033,0.8571764029084951,0.06216944835487917,0.08181275421939453,0.004787620012224293,0.9117431023888136
adaptive_dfe,combined,bidir_seed3,0,32,16,48,0,,,0.09414743100386606,0.11838842912715822,0.002334194013937595,0.8569252595249691
fixed_hybrid,fixed,bidir_seed3,0,64,64,64,8192,0.6745373818507584,0.6745373818507584,0.05233338773624347,0.06584363036927617,0.005861897336725004,0.94362666339189
adaptive_hybrid,random,bidir_seed3,0,64,32,96,8192,0.4303941380600021,0.8109313729633219,0.056324317280071486,0.0726003686165955,0.009058297656137599,0.931583867216643
adaptive_dfe,random,bidir_seed3,0,64,32,96,0,,,0.07210529927243159,0.09363071480634941,-0.0003939805892370051,0.9037214276764739
adaptive_hybrid,width,bidir_seed3,0,64,32,96,8192,0.5079692547076538,0.7456875466961208,0.05371310014227498,0.06905520240067071,0.009833510308579605,0.9385656570323053
adaptive_dfe,width,bidir_seed3,0,64,32,96,0,,,0.07047433492163364,0.09166875886566546,0.0008977687493873333,0.9068044721790732
adaptive_hybrid,disagreement,bidir_seed3,0,64,32,96,8192,0.41931064163377696,0.9218522071795328,0.05421571934345031,0.06997485935057499,0.006926131450762427,0.9368805173890632
adaptive_dfe,disagreement,bidir_seed3,0,64,32,96,0,,,0.06865590401905436,0.08858324487653303,0.002055176156794741,0.9117473300054136
adaptive_hybrid,combined,bidir_seed3,0,64,32,96,8192,0.40985241998401234,0.9588713685021645,0.0532308207431723,0.06842695857936273,0.004300722372293136,0.9395899539225173
adaptive_dfe,combined,bidir_seed3,0,64,32,96,0,,,0.07030526171968116,0.09042991475569073,0.0025047049266360105,0.9095999742520864
fixed_hybrid,fixed,bidir_seed3,1,32,32,32,6144,0.36186641163875993,0.36186641163875993,0.06597556267351061,0.0848148081053354,0.006629116338413061,0.9049543188196081
adaptive_hybrid,random,bidir_seed3,1,32,16,48,6144,0.17441460992249902,0.5640414821629531,0.06648092137414484,0.0868532089234674,0.006485174582469601,0.8995029364498471
adaptive_dfe,random,bidir_seed3,1,32,16,48,0,,,0.1015229986034452,0.13179357394659533,0.0020241741726677548,0.8314400373157876
adaptive_hybrid,width,bidir_seed3,1,32,16,48,6144,0.02912209022518994,0.47802178930980677,0.06786304271381732,0.09083874084529074,0.008127152118020172,0.8915083721806656
adaptive_dfe,width,bidir_seed3,1,32,16,48,0,,,0.10386992672152778,0.1330269897851605,0.0037602852837788645,0.8350253801862269
adaptive_hybrid,disagreement,bidir_seed3,1,32,16,48,6144,0.4045596924060117,0.46608963522978936,0.06574424652623499,0.08420067588772456,0.00594523454464613,0.9057471332237855
adaptive_dfe,disagreement,bidir_seed3,1,32,16,48,0,,,0.0901918014685165,0.11443070163995044,0.000908102744096326,0.8608277572858934
adaptive_hybrid,combined,bidir_seed3,1,32,16,48,6144,0.0,0.6710397304246343,0.0628536504082048,0.08068749725653994,0.0005326567147278174,0.9144767054881137
adaptive_dfe,combined,bidir_seed3,1,32,16,48,0,,,0.09331714306593375,0.1182050078176304,0.002675215839334421,0.8591771682853411
fixed_hybrid,fixed,bidir_seed3,1,64,64,64,8192,0.6889966060010412,0.6889966060010412,0.05257943573505116,0.06555319543584529,0.00374368559289979,0.943921920678039
adaptive_hybrid,random,bidir_seed3,1,64,32,96,8192,0.44562906966710886,0.775510063470881,0.053742795585492525,0.06915973301589069,0.0034110361723222716,0.9372544517485674
adaptive_dfe,random,bidir_seed3,1,64,32,96,0,,,0.06981426223659169,0.09086962905365116,-0.0006368294648983812,0.9086753168519076
adaptive_hybrid,width,bidir_seed3,1,64,32,96,8192,0.2676848566256545,0.7662053652914493,0.05322363835410897,0.07112346026848061,0.006117335812369832,0.9351762650088788
adaptive_dfe,width,bidir_seed3,1,64,32,96,0,,,0.07130299680915576,0.0934497743126834,0.001564311408117493,0.904958823873115
adaptive_hybrid,disagreement,bidir_seed3,1,64,32,96,8192,0.6637401235362498,0.5166254918043749,0.05858908060805419,0.07492363731300726,0.0038447364811821446,0.9259246694194863
adaptive_dfe,disagreement,bidir_seed3,1,64,32,96,0,,,0.06675541361488363,0.08623253894726818,-0.001158696197702614,0.9150355094713639
adaptive_hybrid,combined,bidir_seed3,1,64,32,96,8192,0.16265934825240747,0.7747153378531665,0.05202211949144162,0.06733396226262314,0.00046790083670281005,0.9417363288321001
adaptive_dfe,combined,bidir_seed3,1,64,32,96,0,,,0.06876411493596615,0.08810804597258062,0.0031919155747841582,0.9143819462821454
fixed_hybrid,fixed,bidir_seed3,2,32,32,32,6144,0.39953094319767674,0.39953094319767674,0.06815503189289178,0.08543963110139029,0.010177149377588207,0.9119757645841503
adaptive_hybrid,random,bidir_seed3,2,32,16,48,6144,0.24140889296032458,0.5329418948613237,0.06964124111815631,0.08786409876051794,0.01057014316918175,0.9053273842897355
adaptive_dfe,random,bidir_seed3,2,32,16,48,0,,,0.10152467571028936,0.1316610208693964,0.0009701067123502951,0.8352907089773021
adaptive_hybrid,width,bidir_seed3,2,32,16,48,6144,0.3012142222119941,0.5444817915321671,0.0676165840442338,0.08564787693185903,0.006552863320661733,0.909379151856699
adaptive_dfe,width,bidir_seed3,2,32,16,48,0,,,0.10054672216545672,0.13105501794932686,0.0014661384583820388,0.8373998706376907
adaptive_hybrid,disagreement,bidir_seed3,2,32,16,48,6144,0.24381928859130483,0.47407453982145725,0.06935868581310606,0.08714028006879183,0.009293495021116824,0.9094510410529055
adaptive_dfe,disagreement,bidir_seed3,2,32,16,48,0,,,0.09282153858014792,0.11807073684067132,0.00018472311446669643,0.8509158782079971
adaptive_hybrid,combined,bidir_seed3,2,32,16,48,6144,0.16714392921664256,0.6939759113401645,0.0691603327467787,0.08528468834819052,-0.001559821721042865,0.9074399913084933
adaptive_dfe,combined,bidir_seed3,2,32,16,48,0,,,0.09715543988668336,0.12459016666258864,-0.0017373999014063206,0.8420609894673002
fixed_hybrid,fixed,bidir_seed3,2,64,64,64,8192,0.6877292636960426,0.6877292636960426,0.054010860930734074,0.06740977172841998,0.004861717704420503,0.9413730160761153
adaptive_hybrid,random,bidir_seed3,2,64,32,96,8192,0.487216962982126,0.6528055077044959,0.05619124861562739,0.07117783346860004,0.006835256999465626,0.937151723797474
adaptive_dfe,random,bidir_seed3,2,64,32,96,0,,,0.07078547905588513,0.09193384441903427,-0.0006988334331523486,0.9093264673260082
adaptive_hybrid,width,bidir_seed3,2,64,32,96,8192,0.4277558606715761,0.6314463140604062,0.05813916812006046,0.07324490232872821,0.004249868005771752,0.9360927307046627
adaptive_dfe,width,bidir_seed3,2,64,32,96,0,,,0.07178923574943961,0.09353243009746105,-0.0014377140548454705,0.9047280869820468
adaptive_hybrid,disagreement,bidir_seed3,2,64,32,96,8192,0.38508246129886203,0.7072285396457607,0.057068626553125834,0.07176227535194545,0.00401806379260065,0.9362787095215186
adaptive_dfe,disagreement,bidir_seed3,2,64,32,96,0,,,0.06930606667489483,0.08926851111020906,-0.0022489326395015554,0.9085797632358039
adaptive_hybrid,combined,bidir_seed3,2,64,32,96,8192,0.3206012043948444,0.8248038225843681,0.057476098920776854,0.07199246913204602,-0.003248047223737812,0.9351950395263754
adaptive_dfe,combined,bidir_seed3,2,64,32,96,0,,,0.07034527937753529,0.09082619247176785,-0.0013912110786549938,0.9072170515677602
fixed_hybrid,fixed,bidir_seed3,3,32,32,32,6144,0.45760196932031016,0.45760196932031016,0.06483270513389108,0.08244975563091245,0.014775489033775199,0.9132862865533607
adaptive_hybrid,random,bidir_seed3,3,32,16,48,6144,0.3903917912453758,0.5384716739384348,0.06657524300629857,0.08557302870418156,0.014636012579600064,0.9049931461536432
adaptive_dfe,random,bidir_seed3,3,32,16,48,0,,,0.1001354388082055,0.13046758324252858,0.0008254307864243685,0.8376341545552493
adaptive_hybrid,width,bidir_seed3,3,32,16,48,6144,0.0,0.5381008123059745,0.06886566120112461,0.09428772109446375,0.016537319295351453,0.8853406299107573
adaptive_dfe,width,bidir_seed3,3,32,16,48,0,,,0.100320671510725,0.12926742129304097,0.0003087310509746317,0.8426411187577726
adaptive_hybrid,disagreement,bidir_seed3,3,32,16,48,6144,0.013401805410678813,0.5162001963045677,0.06703746177452172,0.0882649802637267,0.017003705830898955,0.9013888720957774
adaptive_dfe,disagreement,bidir_seed3,3,32,16,48,0,,,0.09255442284195432,0.11756508098293028,0.00414264308801167,0.8529626498595472
adaptive_hybrid,combined,bidir_seed3,3,32,16,48,6144,0.17070823320757542,0.6823087053171858,0.06194648033563025,0.08003393649720192,0.009337111424613818,0.9166572337966284
adaptive_dfe,combined,bidir_seed3,3,32,16,48,0,,,0.09506889375446552,0.11999609450659345,0.006509127876371458,0.8573034190693904
fixed_hybrid,fixed,bidir_seed3,3,64,64,64,8192,0.58975559753441,0.58975559753441,0.053080938691556015,0.0674953881537777,0.009504778404569142,0.9424294012294261
adaptive_hybrid,random,bidir_seed3,3,64,32,96,8192,0.41845475480400085,0.5983013982929906,0.05692097950433016,0.0737423227338304,0.013546638702568786,0.9321968756305877
adaptive_dfe,random,bidir_seed3,3,64,32,96,0,,,0.07087004144685885,0.09237724550567182,0.00015372113033971496,0.9068921861883165
adaptive_hybrid,width,bidir_seed3,3,64,32,96,8192,0.3069260959602514,0.737389205947969,0.054288941058015544,0.0725173319604488,0.010385428392968457,0.9333019583077149
adaptive_dfe,width,bidir_seed3,3,64,32,96,0,,,0.0727323387335572,0.09464521438429914,-0.0007660043987608145,0.9039550118415753
