checkpoint,n,pearson_r,spearman_rho,kendall_tau,lowest_5pct_overlap,highest_5pct_overlap,lowest_10pct_overlap,highest_10pct_overlap,lowest_20pct_overlap,highest_20pct_overlap
bidir_seed0,4096,0.8161431550979614,0.7110379595349908,0.5343178292789726,0.15609756097560976,0.7902439024390244,0.14146341463414633,0.8585365853658536,0.24175824175824176,0.894993894993895
bidir_seed1,4096,0.8063687086105347,0.7063259154870889,0.5305639655071922,0.17560975609756097,0.7951219512195122,0.16341463414634147,0.8634146341463415,0.26373626373626374,0.8925518925518926
bidir_seed2,4096,0.8170426487922668,0.7119521011563975,0.5352516172158188,0.16097560975609757,0.7853658536585366,0.14146341463414633,0.8560975609756097,0.24786324786324787,0.8913308913308914
bidir_seed3,4096,0.8152438402175903,0.7115394258435693,0.5341480974674149,0.11707317073170732,0.7853658536585366,0.12926829268292683,0.8536585365853658,0.23565323565323565,0.8937728937728938
bidir_seed4,4096,0.8179859519004822,0.7113833260969026,0.5348489171780741,0.15121951219512195,0.7902439024390244,0.14634146341463414,0.8585365853658536,0.2576312576312576,0.894993894993895
