method,checkpoint,repeat,per_query_shots,readout_error,mitigation,offline_quantum_shots,fusion_weight,mean_oracle_sigma,mae_F_e,rmse_F_e,bias_F_e,pearson
measurement_conditioned_hybrid,bidir_seed1,0,32,0.01,none,6144,0.41276149179817795,,0.06635932654851531,0.08526221030695673,0.009654875479484418,0.9040620605201183
measurement_conditioned_hybrid,bidir_seed1,0,32,0.01,calibrated_symmetric,6144,0.4087229408855801,,0.06652083577842895,0.08570518404850148,0.01342944609600949,0.9041148477009524
measurement_conditioned_hybrid,bidir_seed2,0,32,0.01,none,6144,0.40394023383989525,,0.065417824241951,0.08398756051700648,0.008642128511018757,0.9067604371544374
measurement_conditioned_hybrid,bidir_seed2,0,32,0.01,calibrated_symmetric,6144,0.4000325862964571,,0.06556103418869288,0.08439502630924917,0.012325572901293401,0.9068162314469035
measurement_conditioned_hybrid,bidir_seed3,0,32,0.01,none,6144,0.4152607101031432,,0.06566180046737581,0.08386653805070342,0.007730663009024062,0.9068661704685834
measurement_conditioned_hybrid,bidir_seed3,0,32,0.01,calibrated_symmetric,6144,0.4111453321054504,,0.06578157442445548,0.08424748289865158,0.011516961026411998,0.906906085125686
measurement_conditioned_hybrid,bidir_seed4,0,32,0.01,none,6144,0.40445531492170395,,0.06527951570111919,0.08377519433166065,0.008510325037506159,0.9072630479610829
measurement_conditioned_hybrid,bidir_seed4,0,32,0.01,calibrated_symmetric,6144,0.4005159096000657,,0.06541900985663558,0.08417189536073083,0.012198529923953049,0.9073150323807124
stratified_dfe,none,0,32,0.03,none,0,1.0,0.1226239465587487,0.10006153002743506,0.12580243092978766,-0.022544898247967165,0.8298338631090332
stratified_dfe,none,0,32,0.03,calibrated_symmetric,0,1.0,0.1304510069773922,0.1036527285490192,0.1305381794385724,0.004427817367534358,0.8300076289650105
measurement_conditioned_hybrid,bidir_seed0,0,32,0.03,none,6144,0.40913264729697557,,0.06861796179454997,0.0870632495818554,0.0049145533453578355,0.8989419629909491
measurement_conditioned_hybrid,bidir_seed0,0,32,0.03,calibrated_symmetric,6144,0.41321780067042296,,0.06880317091291036,0.08803100325077608,0.015911805877402256,0.8993874900424144
measurement_conditioned_hybrid,bidir_seed1,0,32,0.03,none,6144,0.41761031854790315,,0.0696870873647075,0.08837154210799385,0.005959807615955873,0.8959199384571935
measurement_conditioned_hybrid,bidir_seed1,0,32,0.03,calibrated_symmetric,6144,0.4213521183035377,,0.069865424056114,0.08945111052455669,0.017184194848351656,0.8964082753050353
measurement_conditioned_hybrid,bidir_seed2,0,32,0.03,none,6144,0.40886236548142885,,0.06853652392866885,0.0869681008755789,0.005028629788093877,0.8991296393958662
measurement_conditioned_hybrid,bidir_seed2,0,32,0.03,calibrated_symmetric,6144,0.41296216408381975,,0.06879888624064273,0.08797612395436245,0.016017568342952898,0.899576069841295
measurement_conditioned_hybrid,bidir_seed3,0,32,0.03,none,6144,0.4223430393230857,,0.06883313088183693,0.08701148135925374,0.003926170393827539,0.8989321733069284
measurement_conditioned_hybrid,bidir_seed3,0,32,0.03,calibrated_symmetric,6144,0.4258915268189025,,0.06902236683177475,0.08800414280462636,0.015294101215059737,0.8991835257771685
measurement_conditioned_hybrid,bidir_seed4,0,32,0.03,none,6144,0.40926629461887887,,0.06840411321151586,0.08681946496180569,0.004898663880310447,0.8995421086077898
measurement_conditioned_hybrid,bidir_seed4,0,32,0.03,calibrated_symmetric,6144,0.41334715140350586,,0.0686433606633235,0.08780497752562999,0.01589968744129977,0.8999451237307108
stratified_dfe,none,0,32,0.05,none,0,1.0,0.12806756113651066,0.1098388665529441,0.13761557180796558,-0.04150261154161796,0.8066895218107214
stratified_dfe,none,0,32,0.05,calibrated_symmetric,0,1.0,0.14229729015167847,0.11418997524803048,0.1430506679489297,0.003105798952209206,0.8072789762922317
measurement_conditioned_hybrid,bidir_seed0,0,32,0.05,none,6144,0.3038616920625701,,0.07168857993876715,0.0922791825354752,0.004005383232192036,0.8858876392262566
measurement_conditioned_hybrid,bidir_seed0,0,32,0.05,calibrated_symmetric,6144,0.3078083886959111,,0.07064708088041796,0.09273340791391238,0.017593284713378867,0.8880968012277056
measurement_conditioned_hybrid,bidir_seed1,0,32,0.05,none,6144,0.31057852676509307,,0.07291095557196191,0.09389630947881258,0.005269278930885967,0.8818657656999954
measurement_conditioned_hybrid,bidir_seed1,0,32,0.05,calibrated_symmetric,6144,0.314212185068872,,0.0719091627584867,0.09449076175293705,0.019157062043310576,0.8842171898174508
measurement_conditioned_hybrid,bidir_seed2,0,32,0.05,none,6144,0.302426171945558,,0.07161382962359791,0.09219421070389996,0.0042201867561392735,0.8860316915412151
measurement_conditioned_hybrid,bidir_seed2,0,32,0.05,calibrated_symmetric,6144,0.30642058891547824,,0.07062159541907131,0.09269474333638826,0.01774179612089611,0.8882591052750107
measurement_conditioned_hybrid,bidir_seed3,0,32,0.05,none,6144,0.3151136364901307,,0.07184461495417338,0.09198800536588715,0.0028239621540433724,0.8866546127696673
measurement_conditioned_hybrid,bidir_seed3,0,32,0.05,calibrated_symmetric,6144,0.3185949597335853,,0.07075663643627755,0.09242276844226682,0.016930267390783304,0.8886011692580286
measurement_conditioned_hybrid,bidir_seed4,0,32,0.05,none,6144,0.3031226338215548,,0.07146412808702585,0.09198223182938194,0.004043057539456166,0.8866984522594634
measurement_conditioned_hybrid,bidir_seed4,0,32,0.05,calibrated_symmetric,6144,0.30707796532120063,,0.07042723354120943,0.09245107298144861,0.01759758595161126,0.8888528966693364
stratified_dfe,none,0,64,0.0,none,0,1.0,0.08019238437524542,0.06464439701466333,0.08094188580246821,-0.0004327330693957352,0.9257096880310207
stratified_dfe,none,0,64,0.0,calibrated_symmetric,0,1.0,0.08019238437524542,0.06464439701466333,0.08094188580246821,-0.0004327330693957352,0.9257096880310207
measurement_conditioned_hybrid,bidir_seed0,0,64,0.0,none,8192,0.658504167256992,,0.052910668667313816,0.06642166157619044,0.00796340574608801,0.9429550444217885
measurement_conditioned_hybrid,bidir_seed0,0,64,0.0,calibrated_symmetric,8192,0.658504167256992,,0.052910668667313816,0.06642166157619044,0.00796340574608801,0.9429550444217885
measurement_conditioned_hybrid,bidir_seed1,0,64,0.0,none,8192,0.6687410312276795,,0.05336908986929046,0.06702442957696339,0.008533003170954949,0.9419923864816588
measurement_conditioned_hybrid,bidir_seed1,0,64,0.0,calibrated_symmetric,8192,0.6687410312276795,,0.05336908986929046,0.06702442957696339,0.008533003170954949,0.9419923864816588
measurement_conditioned_hybrid,bidir_seed2,0,64,0.0,none,8192,0.6570680759201483,,0.05294785396834466,0.06644726633028587,0.008057519049988787,0.9429346999287885
measurement_conditioned_hybrid,bidir_seed2,0,64,0.0,calibrated_symmetric,8192,0.6570680759201483,,0.05294785396834466,0.06644726633028587,0.008057519049988787,0.9429346999287885
measurement_conditioned_hybrid,bidir_seed3,0,64,0.0,none,8192,0.6703686122965642,,0.05300900738128641,0.06641918544014416,0.007462178196301997,0.9428693816113801
measurement_conditioned_hybrid,bidir_seed3,0,64,0.0,calibrated_symmetric,8192,0.6703686122965642,,0.05300900738128641,0.06641918544014416,0.007462178196301997,0.9428693816113801
measurement_conditioned_hybrid,bidir_seed4,0,64,0.0,none,8192,0.6579958482967444,,0.05285677312717017,0.06636719068989912,0.007970342761493835,0.9430554115392237
measurement_conditioned_hybrid,bidir_seed4,0,64,0.0,calibrated_symmetric,8192,0.6579958482967444,,0.05285677312717017,0.06636719068989912,0.007970342761493835,0.9430554115392237
stratified_dfe,none,0,64,0.01,none,0,1.0,0.08247627071729091,0.06735029013916141,0.08459011869158592,-0.007997217196379863,0.9189451145442452
stratified_dfe,none,0,64,0.01,calibrated_symmetric,0,1.0,0.08415945991560297,0.06844248128831652,0.08593968167008717,0.000964096123590997,0.9189451145442444
measurement_conditioned_hybrid,bidir_seed0,0,64,0.01,none,8192,0.5972707535945634,,0.054601399682759816,0.06874594482181319,0.004950867243773575,0.938248930336306
