method,prior,checkpoint,calibration,repeat,n_calib,n_test,per_query_shots,offline_quantum_shots,fusion_weight,mean_oracle_dfe_sigma,mae_F_e,rmse_F_e,bias_F_e,pearson
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,exact_labels,4,64,4032,16,1024,0.31155447442992423,,0.0734880156141115,0.09423529340482986,0.012340463613286102,0.8831663058434172
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,exact_labels,4,64,4032,32,2048,0.4182210707912545,,0.06450395612002044,0.08244008977762533,0.011141957402712375,0.9128225930515059
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,exact_labels,4,64,4032,48,3072,0.6120443745364831,,0.05719918811140878,0.07183573021156638,0.005722860339280664,0.9324621560138393
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,exact_labels,4,64,4032,64,4096,0.6868050566771768,,0.05309813258326658,0.06664745144071499,0.005769990973802843,0.9422257745603176
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,exact_labels,4,64,4032,96,6144,0.7851308600310296,,0.045625748826530955,0.057062940810771505,0.0025037796029436657,0.9576939507515477
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,exact_labels,4,64,4032,128,8192,0.8241237103634366,,0.041194982034776735,0.0520449101725639,0.004208014064791741,0.9650902781494465
marginal_only_prior,exact_marginal_affine,none,finite_64shot_labels,4,64,4032,0,4096,0.0,,0.11005173803575355,0.13535578276307278,0.011582545103276125,0.7378089223588838
measurement_conditioned_hybrid,exact_marginal_affine,none,finite_64shot_labels,4,64,4032,4,4352,0.15907183090994767,,0.10102090692584599,0.12488157519179356,0.009711938030066468,0.7804564554665406
measurement_conditioned_hybrid,exact_marginal_affine,none,finite_64shot_labels,4,64,4032,8,4608,0.3053478717966342,,0.09402436144409498,0.1172180843420606,0.007404887028443885,0.8071789927115167
measurement_conditioned_hybrid,exact_marginal_affine,none,finite_64shot_labels,4,64,4032,16,5120,0.43248516955221544,,0.08339868086314174,0.10367074280740905,0.0060676778994628,0.8530035128664083
measurement_conditioned_hybrid,exact_marginal_affine,none,finite_64shot_labels,4,64,4032,32,6144,0.6150561876452412,,0.06997749087488911,0.08736443870991939,0.005055299204933293,0.897816848308186
measurement_conditioned_hybrid,exact_marginal_affine,none,finite_64shot_labels,4,64,4032,48,7168,0.7202090067878965,,0.06101326410957461,0.07617017360518487,0.0015502852131189092,0.9231669298394171
measurement_conditioned_hybrid,exact_marginal_affine,none,finite_64shot_labels,4,64,4032,64,8192,0.8736631046161304,,0.0576278741410455,0.07283225626928228,0.001450891283085355,0.9321788466496447
measurement_conditioned_hybrid,exact_marginal_affine,none,finite_64shot_labels,4,64,4032,96,10240,0.9514605363641023,,0.05002601258695367,0.06310565821949732,-0.0012088455730026235,0.9512493442189066
measurement_conditioned_hybrid,exact_marginal_affine,none,finite_64shot_labels,4,64,4032,128,12288,1.0,,0.04579731869503915,0.05779470235772749,0.0011677443611598204,0.9599057812390959
marginal_only_prior,summary_ridge,none,finite_64shot_labels,4,64,4032,0,4096,0.0,,0.09944882343716294,0.12159894178047292,-0.0030855816738110937,0.7920940017154812
measurement_conditioned_hybrid,summary_ridge,none,finite_64shot_labels,4,64,4032,4,4352,0.13827351529667353,,0.09223803445736196,0.11366200763255636,-0.0026833972567858262,0.8205747602696922
measurement_conditioned_hybrid,summary_ridge,none,finite_64shot_labels,4,64,4032,8,4608,0.25763165227997875,,0.08690180940970454,0.1080704056863711,-0.0028314301208162813,0.838455064191075
measurement_conditioned_hybrid,summary_ridge,none,finite_64shot_labels,4,64,4032,16,5120,0.37496761435627096,,0.07904123675631698,0.0974961894307311,-0.0023669369370397765,0.8708829554492193
measurement_conditioned_hybrid,summary_ridge,none,finite_64shot_labels,4,64,4032,32,6144,0.5236744321831505,,0.06667935547802063,0.08268979888092301,-0.000961721361076227,0.9090151318344352
measurement_conditioned_hybrid,summary_ridge,none,finite_64shot_labels,4,64,4032,48,7168,0.6512592621107485,,0.05874507237773794,0.07316949540194775,-0.0026046422838849415,0.9293669017070957
measurement_conditioned_hybrid,summary_ridge,none,finite_64shot_labels,4,64,4032,64,8192,0.8175156683823985,,0.05527565098680995,0.06970147467662993,-0.0005746841688960075,0.9369993767412661
measurement_conditioned_hybrid,summary_ridge,none,finite_64shot_labels,4,64,4032,96,10240,0.863674129580598,,0.047141074209340904,0.05920345418165994,-0.0020282944016375456,0.9550615316885749
measurement_conditioned_hybrid,summary_ridge,none,finite_64shot_labels,4,64,4032,128,12288,1.0,,0.04579731869503915,0.05779470235772749,0.0011677443611598204,0.9599057812390959
marginal_only_prior,bidir_affine,bidir_seed0,finite_64shot_labels,4,64,4032,0,4096,0.0,,0.08668784033396174,0.11666806171490428,0.022018930982416612,0.8161332729456376
measurement_conditioned_hybrid,bidir_affine,bidir_seed0,finite_64shot_labels,4,64,4032,4,4352,0.10624522022381513,,0.08286546824803895,0.10974388899107289,0.019660722945046012,0.838821825325623
measurement_conditioned_hybrid,bidir_affine,bidir_seed0,finite_64shot_labels,4,64,4032,8,4608,0.23904565464638997,,0.08037171623853824,0.10411612785546802,0.016253622935735578,0.8546339490589702
measurement_conditioned_hybrid,bidir_affine,bidir_seed0,finite_64shot_labels,4,64,4032,16,5120,0.3050962083353769,,0.07316507742052746,0.09463984355103858,0.014944371948948593,0.8821036048441917
measurement_conditioned_hybrid,bidir_affine,bidir_seed0,finite_64shot_labels,4,64,4032,32,6144,0.4195562479931781,,0.0643145168264358,0.08271053485583087,0.013187765246999876,0.9117881967540035
measurement_conditioned_hybrid,bidir_affine,bidir_seed0,finite_64shot_labels,4,64,4032,48,7168,0.56282970021879,,0.057297314382208586,0.07236513024372898,0.008305001923272737,0.9320266517277118
measurement_conditioned_hybrid,bidir_affine,bidir_seed0,finite_64shot_labels,4,64,4032,64,8192,0.7446905950325295,,0.05353675769684582,0.0673980316728669,0.005611060881292648,0.9409689728511211
measurement_conditioned_hybrid,bidir_affine,bidir_seed0,finite_64shot_labels,4,64,4032,96,10240,0.8241609139284036,,0.04607843029071205,0.05776138668393992,0.00233768911533279,0.9570115694522552
measurement_conditioned_hybrid,bidir_affine,bidir_seed0,finite_64shot_labels,4,64,4032,128,12288,0.9461572197163484,,0.0435483677962619,0.05511487957947627,0.0022904302210615636,0.9622127507540396
marginal_only_prior,bidir_affine,bidir_seed1,finite_64shot_labels,4,64,4032,0,4096,0.0,,0.0890973514350033,0.11975253627248131,0.024357214172876843,0.8063439617604998
measurement_conditioned_hybrid,bidir_affine,bidir_seed1,finite_64shot_labels,4,64,4032,4,4352,0.10769890490218643,,0.0849114421654931,0.11240405403240777,0.021714909760158333,0.8310972666327379
measurement_conditioned_hybrid,bidir_affine,bidir_seed1,finite_64shot_labels,4,64,4032,8,4608,0.24337164717485993,,0.08183837146420231,0.1061415392350456,0.017918499917228412,0.8491145298766261
measurement_conditioned_hybrid,bidir_affine,bidir_seed1,finite_64shot_labels,4,64,4032,16,5120,0.3093028507844528,,0.07447084997497011,0.09638015637226213,0.016461874020872524,0.8780384516103545
measurement_conditioned_hybrid,bidir_affine,bidir_seed1,finite_64shot_labels,4,64,4032,32,6144,0.42794580430594475,,0.06517860209826395,0.08385481540432356,0.014348799660292249,0.9096359958523733
measurement_conditioned_hybrid,bidir_affine,bidir_seed1,finite_64shot_labels,4,64,4032,48,7168,0.5690431401733886,,0.05786912800835334,0.07313668418170154,0.009161304199249296,0.9307369294094683
measurement_conditioned_hybrid,bidir_affine,bidir_seed1,finite_64shot_labels,4,64,4032,64,8192,0.7484163246202901,,0.0538823192990667,0.06784744237086603,0.006117245249003736,0.9402042000879358
measurement_conditioned_hybrid,bidir_affine,bidir_seed1,finite_64shot_labels,4,64,4032,96,10240,0.828008058529488,,0.046289485999981096,0.05804405666735507,0.002647983864403205,0.9565864336399127
measurement_conditioned_hybrid,bidir_affine,bidir_seed1,finite_64shot_labels,4,64,4032,128,12288,0.9432076409319935,,0.043473858117275055,0.05502472903057054,0.0024847290573035484,0.9622409730510296
marginal_only_prior,bidir_affine,bidir_seed2,finite_64shot_labels,4,64,4032,0,4096,0.0,,0.0864521717115715,0.1164431548174064,0.022156052848372382,0.8170118334643705
measurement_conditioned_hybrid,bidir_affine,bidir_seed2,finite_64shot_labels,4,64,4032,4,4352,0.10555527498442305,,0.08273303775298774,0.10957890605128794,0.019798684828674692,0.8394215475108936
measurement_conditioned_hybrid,bidir_affine,bidir_seed2,finite_64shot_labels,4,64,4032,8,4608,0.2385303879065398,,0.080253124241613,0.10397369119161314,0.01637046428371147,0.8551296178589616
measurement_conditioned_hybrid,bidir_affine,bidir_seed2,finite_64shot_labels,4,64,4032,16,5120,0.3066939618935197,,0.07314728179309864,0.09448813113035352,0.015002390719098995,0.882492692097439
measurement_conditioned_hybrid,bidir_affine,bidir_seed2,finite_64shot_labels,4,64,4032,32,6144,0.4202740453760657,,0.06425179310533281,0.08261651496629269,0.013252149560666957,0.911975372079732
measurement_conditioned_hybrid,bidir_affine,bidir_seed2,finite_64shot_labels,4,64,4032,48,7168,0.5653859278759092,,0.05721417929687206,0.07225355175197759,0.008302311879234183,0.9322110354421266
measurement_conditioned_hybrid,bidir_affine,bidir_seed2,finite_64shot_labels,4,64,4032,64,8192,0.7482237313974696,,0.05360412676091823,0.06746346706318236,0.005567738834538239,0.9408906679184653
measurement_conditioned_hybrid,bidir_affine,bidir_seed2,finite_64shot_labels,4,64,4032,96,10240,0.8289036640690152,,0.046172673165617725,0.05789059258760324,0.002247891683875862,0.9568824700613942
measurement_conditioned_hybrid,bidir_affine,bidir_seed2,finite_64shot_labels,4,64,4032,128,12288,0.94924333209975,,0.043660346328019545,0.055253123294762035,0.0022330409648332675,0.962095911172386
marginal_only_prior,bidir_affine,bidir_seed3,finite_64shot_labels,4,64,4032,0,4096,0.0,,0.08738493754573774,0.11687814479710018,0.02134138066904851,0.8153198809872294
measurement_conditioned_hybrid,bidir_affine,bidir_seed3,finite_64shot_labels,4,64,4032,4,4352,0.11058757326247783,,0.08357798685174356,0.10991402438423112,0.018961718852847923,0.8381252483405145
measurement_conditioned_hybrid,bidir_affine,bidir_seed3,finite_64shot_labels,4,64,4032,8,4608,0.24439607433050023,,0.08095399630099039,0.1044597134680787,0.015612621726428251,0.8532845356339233
measurement_conditioned_hybrid,bidir_affine,bidir_seed3,finite_64shot_labels,4,64,4032,16,5120,0.32128222123351624,,0.07358305248879195,0.09454825291887027,0.014109185866599533,0.8820309528731453
measurement_conditioned_hybrid,bidir_affine,bidir_seed3,finite_64shot_labels,4,64,4032,32,6144,0.44025657896883197,,0.06442997309019455,0.08232052051399547,0.012372793287635693,0.9123516949356661
measurement_conditioned_hybrid,bidir_affine,bidir_seed3,finite_64shot_labels,4,64,4032,48,7168,0.5849368325363976,,0.05732039112769207,0.07214107652896604,0.007485112549544996,0.932215814104377
measurement_conditioned_hybrid,bidir_affine,bidir_seed3,finite_64shot_labels,4,64,4032,64,8192,0.7674981695204306,,0.0539574648754754,0.06796475740787687,0.004951006773793879,0.9400409004191228
measurement_conditioned_hybrid,bidir_affine,bidir_seed3,finite_64shot_labels,4,64,4032,96,10240,0.8516097542293621,,0.04662135751672012,0.05851720973194512,0.001581659651198082,0.9561690949399412
measurement_conditioned_hybrid,bidir_affine,bidir_seed3,finite_64shot_labels,4,64,4032,128,12288,0.9647231762957283,,0.04424340341634196,0.055954920922544935,0.0018794061726673033,0.9614570862175407
marginal_only_prior,bidir_affine,bidir_seed4,finite_64shot_labels,4,64,4032,0,4096,0.0,,0.0864251094094214,0.11618478699992563,0.021976810551152394,0.8179940679468166
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,finite_64shot_labels,4,64,4032,4,4352,0.10609653624102071,,0.08263506824791962,0.10934019738213739,0.019626371520113078,0.8402514174616932
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,finite_64shot_labels,4,64,4032,8,4608,0.2398861297040095,,0.08024789044074901,0.10389999243416168,0.016201336016872448,0.855284184041983
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,finite_64shot_labels,4,64,4032,16,5120,0.3068213649830003,,0.07294743548158732,0.09430997832488938,0.014875172100532942,0.8830120031609093
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,finite_64shot_labels,4,64,4032,32,6144,0.42261569691200657,,0.06414923457297976,0.08238192689472987,0.013099047768492949,0.9125261184044455
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,finite_64shot_labels,4,64,4032,48,7168,0.5670816215987765,,0.05710932580300427,0.07213933902192897,0.008183164742627718,0.9324281540313286
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,finite_64shot_labels,4,64,4032,64,8192,0.7491603526561555,,0.05358356735566531,0.06743394221464351,0.005502012623900819,0.9409258176666256
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,finite_64shot_labels,4,64,4032,96,10240,0.8320974739232176,,0.04620793361340041,0.0579375656895958,0.0021410892467800414,0.9568320532035078
measurement_conditioned_hybrid,bidir_affine,bidir_seed4,finite_64shot_labels,4,64,4032,128,12288,0.9511073638434172,,0.04372297705570173,0.05533168401322857,0.0021851544631453753,0.9620210393924564
